#host-protein-ID,NCBI-gene-ID,disease-ID,disease-ID-NCI,disease-name
3323,4514,615083,1527249,Colorectal Cancer
3324,4515,601626,23418,leukemia
3325,4519,600919,3811,Cardiac Arrhythmia
3325,4519,208060,3850,Arteriosclerosis
3325,4519,616192,4134,Ataxia
3325,4519,209010,4153,Atherosclerosis
3325,4519,144700,7134,Renal Cell Carcinoma
3325,4519,94122,7758,Cerebellar Ataxia
3325,4519,618481,11053,Deafness
3325,4519,612227,11849,Diabetes Mellitus
3325,4519,617282,13421,Dystonia
3325,4519,379,18203,Chronic granulomatous disease
3325,4519,399,20179,Huntington Disease
3325,4519,601626,23418,leukemia
3325,4519,673,24530,Malaria
3325,4519,615848,25202,melanoma
3325,4519,618221,25362,Mental Retardation
3325,4519,618414,26848,Myopathy
3325,4519,613886,28754,Obesity
3325,4519,618155,29089,Ophthalmoplegia
3325,4519,165199,29124,Optic Atrophy
3325,4519,168600,30567,Parkinson Disease
3325,4519,618124,31117,Peripheral Neuropathy
3325,4519,791,35334,Retinitis Pigmentosa
3325,4519,181500,36341,Schizophrenia
3325,4519,194200,43202,Wolff-Parkinson-White Syndrome
3325,4519,127750,497327,Dementia
3325,4519,615083,1527249,Colorectal Cancer
3325,4519,137675,1708371,Histiocytoid Cardiomyopathy
3325,4519,3080,3714756,Intellectual Disability
3326,4520,605027,24299,Lymphoma
3327,4521,168600,30567,Parkinson Disease
3327,4521,115,220668,Congenital contractural arachnodactyly
3327,4521,615083,1527249,Colorectal Cancer
3328,4522,180300,3873,Rheumatoid Arthritis
3328,4522,209010,4153,Atherosclerosis
3328,4522,2014,8925,Cleft Palate
3328,4522,870,13080,Down Syndrome
3328,4522,617912,18798,Congenital Heart Defects
3328,4522,601626,23418,leukemia
3328,4522,601634,27794,Neural Tube Defects
3328,4522,613886,28754,Obesity
3328,4522,168600,30567,Parkinson Disease
3328,4522,439167,32051,Placental Insufficiency
3328,4522,181500,36341,Schizophrenia
3328,4522,617441,40034,Thrombocytopenia
3328,4522,183660,85110,Severe Combined Immunodeficiency
3328,4522,612336,398623,Thrombophilia
3328,4522,615083,1527249,Colorectal Cancer
3330,4524,963,1206,Acromegaly
3330,4524,85138,1403,Addison Disease
3330,4524,612079,2170,Alopecia
3330,4524,846,2312,alpha-Thalassemia
3330,4524,803,2736,Amyotrophic Lateral Sclerosis
3330,4524,616860,2871,Anemia
3330,4524,617349,3486,Aortic Aneurysm
3330,4524,107650,3578,Apnea
3330,4524,208060,3850,Arteriosclerosis
3330,4524,108100,3864,Arthritis
3330,4524,180300,3873,Rheumatoid Arthritis
3330,4524,600807,4096,Asthma
3330,4524,209010,4153,Atherosclerosis
3330,4524,617280,4238,Atrial Fibrillation
3330,4524,109650,4943,Behcet Syndrome
3330,4524,70589,6287,Bronchopulmonary Dysplasia
3330,4524,543,6413,Burkitt Lymphoma
3330,4524,144700,7134,Renal Cell Carcinoma
3330,4524,275355,7137,Squamous cell carcinoma
3330,4524,226810,7570,Celiac Disease
3330,4524,617008,7789,Cerebral Palsy
3330,4524,98879,8533,Hemophilia B
3330,4524,2014,8925,Cleft Palate
3330,4524,119915,9088,Cluster Headache
3330,4524,618481,11053,Deafness
3330,4524,176600,11265,Presenile dementia
3330,4524,612227,11849,Diabetes Mellitus
3330,4524,870,13080,Down Syndrome
3330,4524,129840,13604,Edema
3330,4524,618000,13720,Ehlers-Danlos Syndrome
3330,4524,225700,14068,Encephalomalacia
3330,4524,618357,14544,Epilepsy
3330,4524,132500,14591,Epistaxis
3330,4524,84,15625,Fanconi Anemia
3330,4524,618278,16059,Fibrosis
3330,4524,355,17205,Gaucher Disease
3330,4524,137760,17601,Glaucoma
3330,4524,360,17636,Glioblastoma
3330,4524,617912,18798,Congenital Heart Defects
3330,4524,98878,19069,Hemophilia A
3330,4524,890,19156,Hepatic Veno-Occlusive Disease
3330,4524,399,20179,Huntington Disease
3330,4524,603813,20443,Hypercholesterolemia
3330,4524,144250,20473,Hyperlipidemia
3330,4524,615344,20542,Pulmonary Hypertension
3330,4524,240800,20615,Hypoglycemia
3330,4524,614450,20676,Hypothyroidism
3330,4524,150600,23234,Legg-Calve-Perthes Disease
3330,4524,601626,23418,leukemia
3330,4524,605027,24299,Lymphoma
3330,4524,673,24530,Malaria
3330,4524,558,24796,Marfan Syndrome
3330,4524,2495,25286,Meningioma
3330,4524,618221,25362,Mental Retardation
3330,4524,156240,25500,Mesothelioma
3330,4524,29073,26764,Multiple Myeloma
3330,4524,126200,26769,Multiple Sclerosis
3330,4524,254700,27022,Myeloproliferative disease
3330,4524,654,27708,Nephroblastoma
3330,4524,601634,27794,Neural Tube Defects
3330,4524,617014,27947,Neutropenia
3330,4524,613886,28754,Obesity
3330,4524,259750,29456,Osteoporosis
3330,4524,668,29463,Osteosarcoma
3330,4524,260480,30305,Pancreatitis
3330,4524,168600,30567,Parkinson Disease
3330,4524,260950,31099,Periodontitis
3330,4524,618124,31117,Peripheral Neuropathy
3330,4524,729,32463,Polycythemia Vera
3330,4524,175510,32584,polyps
3330,4524,308990,33687,Proteinuria
3330,4524,178500,34069,Pulmonary Fibrosis
3330,4524,790,35335,Retinoblastoma
3330,4524,615026,35528,Riboflavin Deficiency
3330,4524,181500,36341,Schizophrenia
3330,4524,617080,36572,Seizures
3330,4524,614979,38002,Splenomegaly
3330,4524,3287,39263,Takayasu Arteritis
3330,4524,397,39483,Giant Cell Arteritis
3330,4524,617441,40034,Thrombocytopenia
3330,4524,881,41408,Turner Syndrome
3330,4524,903,42974,von Willebrand Disease
3330,4524,618398,79772,T-Cell Lymphoma
3330,4524,64739,85083,Ovarian Hyperstimulation Syndrome
3330,4524,107320,85278,Antiphospholipid Syndrome
3330,4524,48104,85652,Pyoderma Gangrenosum
3330,4524,611597,86543,Cataract
3330,4524,2248,152101,Hypoplastic Left Heart Syndrome
3330,4524,300100,162309,Adrenoleukodystrophy
3330,4524,105830,162635,Angelman Syndrome
3330,4524,244242,162739,HELLP Syndrome
3330,4524,70567,206698,Cholangiocarcinoma
3330,4524,115,220668,Congenital contractural arachnodactyly
3330,4524,608638,236792,Asperger Syndrome
3330,4524,192950,240912,Vertical Talus
3330,4524,2368,265706,Gastroschisis
3330,4524,722,398621,Hypoplasminogenemia
3330,4524,612336,398623,Thrombophilia
3330,4524,618511,442874,Neuropathy
3330,4524,127750,497327,Dementia
3330,4524,155240,549473,Thyroid carcinoma
3330,4524,618412,557874,Global developmental delay
3330,4524,613845,740394,Hyperuricemia
3330,4524,1991,810364,Cleft Lip with or without Cleft Palate
3330,4524,600263,850666,helicobacter pylori infection
3330,4524,131,856761,Budd-Chiari Syndrome
3330,4524,300813,1261473,Sarcoma
3330,4524,615083,1527249,Colorectal Cancer
3330,4524,215600,1623038,Cirrhosis
3330,4524,79283,1848561,Methylmalonic acidemia with homocystinuria
3330,4524,256810,1850406,NAVAJO NEUROHEPATOPATHY
3330,4524,251110,1855119,Methylmalonic aciduria
3330,4524,3342,1859726,ARTERIAL TORTUOSITY SYNDROME
3330,4524,610947,1956346,Coronary Artery Disease
3330,4524,617075,2931822,Nasopharyngeal carcinoma
3330,4524,900,3495801,Granulomatosis with polyangiitis
3330,4524,3080,3714756,Intellectual Disability
3333,4534,110150,5745,Blepharoptosis
3333,4534,618400,7959,Charcot-Marie-Tooth Disease
3333,4534,219050,10417,Cryptorchidism
3333,4534,618357,14544,Epilepsy
3333,4534,611087,20224,Polyhydramnios
3333,4534,617967,20255,Hydrocephalus
3333,4534,618414,26848,Myopathy
3333,4534,618124,31117,Peripheral Neuropathy
3333,4534,179010,34194,Pyloric Stenosis
3333,4534,617080,36572,Seizures
3333,4534,595,175709,Centronuclear myopathy
3333,4534,596,410203,X-linked centronuclear myopathy
3333,4534,614744,427055,Facial Paresis
3333,4534,618511,442874,Neuropathy
3334,4535,600919,3811,Cardiac Arrhythmia
3334,4535,180300,3873,Rheumatoid Arthritis
3334,4535,616192,4134,Ataxia
3334,4535,110150,5745,Blepharoptosis
3334,4535,94122,7758,Cerebellar Ataxia
3334,4535,618481,11053,Deafness
3334,4535,612227,11849,Diabetes Mellitus
3334,4535,617282,13421,Dystonia
3334,4535,126200,26769,Multiple Sclerosis
3334,4535,618414,26848,Myopathy
3334,4535,310800,28738,Nystagmus
3334,4535,613886,28754,Obesity
3334,4535,618155,29089,Ophthalmoplegia
3334,4535,165199,29124,Optic Atrophy
3334,4535,668,29463,Osteosarcoma
3334,4535,260480,30305,Pancreatitis
3334,4535,168600,30567,Parkinson Disease
3334,4535,618124,31117,Peripheral Neuropathy
3334,4535,181500,36341,Schizophrenia
3334,4535,3451,37769,West Syndrome
3334,4535,194200,43202,Wolff-Parkinson-White Syndrome
3334,4535,2382,238111,Lennox-Gastaut syndrome
3334,4535,293848,338451,Frontotemporal dementia
3334,4535,2867,349588,Short stature
3334,4535,127750,497327,Dementia
3334,4535,618437,543888,Epileptic encephalopathy
3334,4535,155240,549473,Thyroid carcinoma
3334,4535,615083,1527249,Colorectal Cancer
3334,4535,618253,1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY
3335,4536,600919,3811,Cardiac Arrhythmia
3335,4536,616192,4134,Ataxia
3335,4536,275355,7137,Squamous cell carcinoma
3335,4536,94122,7758,Cerebellar Ataxia
3335,4536,617282,13421,Dystonia
3335,4536,618414,26848,Myopathy
3335,4536,613886,28754,Obesity
3335,4536,165199,29124,Optic Atrophy
3335,4536,168600,30567,Parkinson Disease
3335,4536,618124,31117,Peripheral Neuropathy
3335,4536,181500,36341,Schizophrenia
3335,4536,615083,1527249,Colorectal Cancer
3336,4537,616192,4134,Ataxia
3336,4537,144700,7134,Renal Cell Carcinoma
3336,4537,617282,13421,Dystonia
3336,4537,399,20179,Huntington Disease
3336,4537,613886,28754,Obesity
3336,4537,168600,30567,Parkinson Disease
3336,4537,615083,1527249,Colorectal Cancer
3336,4537,618253,1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY
3337,4538,600919,3811,Cardiac Arrhythmia
3337,4538,616192,4134,Ataxia
3337,4538,110150,5745,Blepharoptosis
3337,4538,94122,7758,Cerebellar Ataxia
3337,4538,586,10674,Cystic Fibrosis
3337,4538,618481,11053,Deafness
3337,4538,612227,11849,Diabetes Mellitus
3337,4538,617282,13421,Dystonia
3337,4538,126200,26769,Multiple Sclerosis
3337,4538,618414,26848,Myopathy
3337,4538,618364,27066,Myoclonus
3337,4538,613886,28754,Obesity
3337,4538,165199,29124,Optic Atrophy
3337,4538,260480,30305,Pancreatitis
3337,4538,168600,30567,Parkinson Disease
3337,4538,618124,31117,Peripheral Neuropathy
3337,4538,181500,36341,Schizophrenia
3337,4538,3463,43207,Wolfram Syndrome
3337,4538,204100,339527,Leber Congenital Amaurosis
3337,4538,2867,349588,Short stature
3337,4538,615083,1527249,Colorectal Cancer
3337,4538,500001,1839040,LEBER OPTIC ATROPHY AND DYSTONIA
3338,4539,600919,3811,Cardiac Arrhythmia
3338,4539,616192,4134,Ataxia
3338,4539,94122,7758,Cerebellar Ataxia
3338,4539,617282,13421,Dystonia
3338,4539,618414,26848,Myopathy
3338,4539,613886,28754,Obesity
3338,4539,165199,29124,Optic Atrophy
3338,4539,168600,30567,Parkinson Disease
3338,4539,618124,31117,Peripheral Neuropathy
3338,4539,181500,36341,Schizophrenia
3338,4539,615083,1527249,Colorectal Cancer
3339,4540,600919,3811,Cardiac Arrhythmia
3339,4540,208060,3850,Arteriosclerosis
3339,4540,180300,3873,Rheumatoid Arthritis
3339,4540,616192,4134,Ataxia
3339,4540,209010,4153,Atherosclerosis
3339,4540,110150,5745,Blepharoptosis
3339,4540,94122,7758,Cerebellar Ataxia
3339,4540,618481,11053,Deafness
3339,4540,612227,11849,Diabetes Mellitus
3339,4540,617282,13421,Dystonia
3339,4540,126200,26769,Multiple Sclerosis
3339,4540,618414,26848,Myopathy
3339,4540,613886,28754,Obesity
3339,4540,618155,29089,Ophthalmoplegia
3339,4540,165199,29124,Optic Atrophy
3339,4540,260480,30305,Pancreatitis
3339,4540,168600,30567,Parkinson Disease
3339,4540,618124,31117,Peripheral Neuropathy
3339,4540,181500,36341,Schizophrenia
3339,4540,194200,43202,Wolff-Parkinson-White Syndrome
3339,4540,2867,349588,Short stature
3339,4540,127750,497327,Dementia
3339,4540,618412,557874,Global developmental delay
3339,4540,615083,1527249,Colorectal Cancer
3339,4540,618253,1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY
3340,4541,600919,3811,Cardiac Arrhythmia
3340,4541,208060,3850,Arteriosclerosis
3340,4541,616192,4134,Ataxia
3340,4541,209010,4153,Atherosclerosis
3340,4541,110150,5745,Blepharoptosis
3340,4541,94122,7758,Cerebellar Ataxia
3340,4541,618481,11053,Deafness
3340,4541,612227,11849,Diabetes Mellitus
3340,4541,617282,13421,Dystonia
3340,4541,618414,26848,Myopathy
3340,4541,310800,28738,Nystagmus
3340,4541,613886,28754,Obesity
3340,4541,618155,29089,Ophthalmoplegia
3340,4541,165199,29124,Optic Atrophy
3340,4541,260480,30305,Pancreatitis
3340,4541,168600,30567,Parkinson Disease
3340,4541,618124,31117,Peripheral Neuropathy
3340,4541,181500,36341,Schizophrenia
3340,4541,194200,43202,Wolff-Parkinson-White Syndrome
3340,4541,2867,349588,Short stature
3340,4541,127750,497327,Dementia
3340,4541,615083,1527249,Colorectal Cancer
3340,4541,618253,1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY
3340,4541,500001,1839040,LEBER OPTIC ATROPHY AND DYSTONIA
3342,4543,180300,3873,Rheumatoid Arthritis
3342,4543,144700,7134,Renal Cell Carcinoma
3342,4543,275355,7137,Squamous cell carcinoma
3342,4543,399,20179,Huntington Disease
3342,4543,668,29463,Osteosarcoma
3342,4543,181500,36341,Schizophrenia
3342,4543,310468,392525,Nephrolithiasis
3342,4543,272620,686347,Tardive Dyskinesia
3342,4543,610947,1956346,Coronary Artery Disease
3343,4544,180300,3873,Rheumatoid Arthritis
3343,4544,209010,4153,Atherosclerosis
3343,4544,612227,11849,Diabetes Mellitus
3343,4544,615848,25202,melanoma
3343,4544,156000,25281,Meniere Disease
3343,4544,126200,26769,Multiple Sclerosis
3343,4544,613886,28754,Obesity
3343,4544,259750,29456,Osteoporosis
3343,4544,181500,36341,Schizophrenia
3343,4544,39044,220633,Uveal melanoma
3343,4544,272620,686347,Tardive Dyskinesia
3344,4547,200100,744,Abetalipoproteinemia
3344,4547,208060,3850,Arteriosclerosis
3344,4547,209010,4153,Atherosclerosis
3344,4547,543,6413,Burkitt Lymphoma
3344,4547,94122,7758,Cerebellar Ataxia
3344,4547,617008,7789,Cerebral Palsy
3344,4547,612227,11849,Diabetes Mellitus
3344,4547,360,17636,Glioblastoma
3344,4547,144250,20473,Hyperlipidemia
3344,4547,145750,20557,Hypertriglyceridemia
3344,4547,614450,20676,Hypothyroidism
3344,4547,601626,23418,leukemia
3344,4547,605027,24299,Lymphoma
3344,4547,29073,26764,Multiple Myeloma
3344,4547,254700,27022,Myeloproliferative disease
3344,4547,2614,27341,Nail-Patella Syndrome
3344,4547,654,27708,Nephroblastoma
3344,4547,613886,28754,Obesity
3344,4547,791,35334,Retinitis Pigmentosa
3344,4547,790,35335,Retinoblastoma
3344,4547,181500,36341,Schizophrenia
3344,4547,3389,41296,Tuberculosis
3344,4547,300813,1261473,Sarcoma
3344,4547,615083,1527249,Colorectal Cancer
3344,4547,610947,1956346,Coronary Artery Disease
3345,4548,180300,3873,Rheumatoid Arthritis
3345,4548,209010,4153,Atherosclerosis
3345,4548,617280,4238,Atrial Fibrillation
3345,4548,275355,7137,Squamous cell carcinoma
3345,4548,2014,8925,Cleft Palate
3345,4548,870,13080,Down Syndrome
3345,4548,600771,13336,Dwarfism
3345,4548,129840,13604,Edema
3345,4548,618357,14544,Epilepsy
3345,4548,360,17636,Glioblastoma
3345,4548,617912,18798,Congenital Heart Defects
3345,4548,399,20179,Huntington Disease
3345,4548,144250,20473,Hyperlipidemia
3345,4548,601626,23418,leukemia
3345,4548,605027,24299,Lymphoma
3345,4548,156000,25281,Meniere Disease
3345,4548,2495,25286,Meningioma
3345,4548,618221,25362,Mental Retardation
3345,4548,29073,26764,Multiple Myeloma
3345,4548,601634,27794,Neural Tube Defects
3345,4548,617014,27947,Neutropenia
3345,4548,613886,28754,Obesity
3345,4548,668,29463,Osteosarcoma
3345,4548,168600,30567,Parkinson Disease
3345,4548,439167,32051,Placental Insufficiency
3345,4548,790,35335,Retinoblastoma
3345,4548,181500,36341,Schizophrenia
3345,4548,617080,36572,Seizures
3345,4548,618398,79772,T-Cell Lymphoma
3345,4548,300100,162309,Adrenoleukodystrophy
3345,4548,618412,557874,Global developmental delay
3345,4548,606217,1389018,Atrioventricular Septal Defect
3345,4548,615083,1527249,Colorectal Cancer
3345,4548,251110,1855119,Methylmalonic aciduria
3345,4548,1412,1861305,TARSAL-CARPAL COALITION SYNDROME
3345,4548,610947,1956346,Coronary Artery Disease
3345,4548,3080,3714756,Intellectual Disability
3346,4549,208060,3850,Arteriosclerosis
3346,4549,616192,4134,Ataxia
3346,4549,209010,4153,Atherosclerosis
3346,4549,94122,7758,Cerebellar Ataxia
3346,4549,586,10674,Cystic Fibrosis
3346,4549,618481,11053,Deafness
3346,4549,618414,26848,Myopathy
3346,4549,613886,28754,Obesity
3346,4549,165199,29124,Optic Atrophy
3346,4549,168600,30567,Parkinson Disease
3346,4549,790,35335,Retinoblastoma
3346,4549,797,36202,Sarcoidosis
3346,4549,181500,36341,Schizophrenia
3346,4549,2867,349588,Short stature
3346,4549,615083,1527249,Colorectal Cancer
3347,4550,208060,3850,Arteriosclerosis
3347,4550,209010,4153,Atherosclerosis
3347,4550,360,17636,Glioblastoma
3347,4550,181500,36341,Schizophrenia
3347,4550,66627,39106,Pigmented villonodular synovitis
3347,4550,615083,1527249,Colorectal Cancer
3348,4552,616860,2871,Anemia
3348,4552,208060,3850,Arteriosclerosis
3348,4552,180300,3873,Rheumatoid Arthritis
3348,4552,209010,4153,Atherosclerosis
3348,4552,275355,7137,Squamous cell carcinoma
3348,4552,2014,8925,Cleft Palate
3348,4552,870,13080,Down Syndrome
3348,4552,618357,14544,Epilepsy
3348,4552,360,17636,Glioblastoma
3348,4552,617912,18798,Congenital Heart Defects
3348,4552,399,20179,Huntington Disease
3348,4552,601626,23418,leukemia
3348,4552,615848,25202,melanoma
3348,4552,156000,25281,Meniere Disease
3348,4552,2495,25286,Meningioma
3348,4552,29073,26764,Multiple Myeloma
3348,4552,126200,26769,Multiple Sclerosis
3348,4552,601634,27794,Neural Tube Defects
3348,4552,310800,28738,Nystagmus
3348,4552,613886,28754,Obesity
3348,4552,168600,30567,Parkinson Disease
3348,4552,439167,32051,Placental Insufficiency
3348,4552,181500,36341,Schizophrenia
3348,4552,617080,36572,Seizures
3348,4552,397,39483,Giant Cell Arteritis
3348,4552,618398,79772,T-Cell Lymphoma
3348,4552,300100,162309,Adrenoleukodystrophy
3348,4552,608175,178468,Autoimmune thyroid disease
3348,4552,618412,557874,Global developmental delay
3348,4552,615083,1527249,Colorectal Cancer
3348,4552,610947,1956346,Coronary Artery Disease
3349,4553,616192,4134,Ataxia
3349,4553,612227,11849,Diabetes Mellitus
3349,4553,480,22541,Kearns-Sayre syndrome
3349,4553,618414,26848,Myopathy
3349,4553,635,27819,Neuroblastoma
3349,4553,613886,28754,Obesity
3349,4553,168600,30567,Parkinson Disease
3349,4553,3463,43207,Wolfram Syndrome
3349,4553,910,43346,Xeroderma Pigmentosum
3349,4553,610947,1956346,Coronary Artery Disease
3350,4555,615083,1527249,Colorectal Cancer
3351,4556,600919,3811,Cardiac Arrhythmia
3351,4556,616192,4134,Ataxia
3351,4556,94122,7758,Cerebellar Ataxia
3351,4556,612227,11849,Diabetes Mellitus
3351,4556,613124,20305,Hydrops Fetalis
3351,4556,618414,26848,Myopathy
3351,4556,308990,33687,Proteinuria
3351,4556,617111,730292,Macular dystrophy
3351,4556,500002,1839028,Mitochondrial Myopathy with Diabetes
3352,4558,616192,4134,Ataxia
3352,4558,110150,5745,Blepharoptosis
3352,4558,94122,7758,Cerebellar Ataxia
3352,4558,612227,11849,Diabetes Mellitus
3352,4558,618357,14544,Epilepsy
3352,4558,618414,26848,Myopathy
3352,4558,618364,27066,Myoclonus
3352,4558,613886,28754,Obesity
3352,4558,618155,29089,Ophthalmoplegia
3352,4558,165199,29124,Optic Atrophy
3352,4558,260480,30305,Pancreatitis
3352,4558,168600,30567,Parkinson Disease
3352,4558,617080,36572,Seizures
3352,4558,194200,43202,Wolff-Parkinson-White Syndrome
3352,4558,2867,349588,Short stature
3352,4558,127750,497327,Dementia
3353,4563,616192,4134,Ataxia
3353,4563,613886,28754,Obesity
3353,4563,168600,30567,Parkinson Disease
3353,4563,615083,1527249,Colorectal Cancer
3354,4564,616192,4134,Ataxia
3354,4564,110150,5745,Blepharoptosis
3354,4564,94122,7758,Cerebellar Ataxia
3354,4564,618414,26848,Myopathy
3354,4564,613886,28754,Obesity
3354,4564,165199,29124,Optic Atrophy
3354,4564,260480,30305,Pancreatitis
3354,4564,168600,30567,Parkinson Disease
3354,4564,2867,349588,Short stature
3355,4565,94122,7758,Cerebellar Ataxia
3355,4565,618357,14544,Epilepsy
3355,4565,603813,20443,Hypercholesterolemia
3355,4565,618414,26848,Myopathy
3355,4565,618364,27066,Myoclonus
3355,4565,617080,36572,Seizures
3356,4566,600919,3811,Cardiac Arrhythmia
3356,4566,616192,4134,Ataxia
3356,4566,94122,7758,Cerebellar Ataxia
3356,4566,618481,11053,Deafness
3356,4566,612227,11849,Diabetes Mellitus
3356,4566,618357,14544,Epilepsy
3356,4566,618221,25362,Mental Retardation
3356,4566,126200,26769,Multiple Sclerosis
3356,4566,618414,26848,Myopathy
3356,4566,618364,27066,Myoclonus
3356,4566,613886,28754,Obesity
3356,4566,618155,29089,Ophthalmoplegia
3356,4566,165199,29124,Optic Atrophy
3356,4566,168600,30567,Parkinson Disease
3356,4566,308990,33687,Proteinuria
3356,4566,617080,36572,Seizures
3356,4566,194200,43202,Wolff-Parkinson-White Syndrome
3356,4566,2867,349588,Short stature
3356,4566,618511,442874,Neuropathy
3356,4566,127750,497327,Dementia
3356,4566,617111,730292,Macular dystrophy
3356,4566,3080,3714756,Intellectual Disability
3357,4567,600919,3811,Cardiac Arrhythmia
3357,4567,208060,3850,Arteriosclerosis
3357,4567,616192,4134,Ataxia
3357,4567,209010,4153,Atherosclerosis
3357,4567,110150,5745,Blepharoptosis
3357,4567,94122,7758,Cerebellar Ataxia
3357,4567,618481,11053,Deafness
3357,4567,612227,11849,Diabetes Mellitus
3357,4567,618357,14544,Epilepsy
3357,4567,480,22541,Kearns-Sayre syndrome
3357,4567,126200,26769,Multiple Sclerosis
3357,4567,618414,26848,Myopathy
3357,4567,618364,27066,Myoclonus
3357,4567,613886,28754,Obesity
3357,4567,618155,29089,Ophthalmoplegia
3357,4567,165199,29124,Optic Atrophy
3357,4567,668,29463,Osteosarcoma
3357,4567,260480,30305,Pancreatitis
3357,4567,168600,30567,Parkinson Disease
3357,4567,308990,33687,Proteinuria
3357,4567,617080,36572,Seizures
3357,4567,902,43119,Werner Syndrome
3357,4567,194200,43202,Wolff-Parkinson-White Syndrome
3357,4567,2867,349588,Short stature
3357,4567,127750,497327,Dementia
3357,4567,617111,730292,Macular dystrophy
3358,4568,208060,3850,Arteriosclerosis
3358,4568,209010,4153,Atherosclerosis
3358,4568,618481,11053,Deafness
3358,4568,612227,11849,Diabetes Mellitus
3358,4568,168600,30567,Parkinson Disease
3358,4568,615083,1527249,Colorectal Cancer
3359,4569,616192,4134,Ataxia
3359,4569,613886,28754,Obesity
3359,4569,168600,30567,Parkinson Disease
3360,4570,616192,4134,Ataxia
3360,4570,613886,28754,Obesity
3360,4570,168600,30567,Parkinson Disease
3360,4570,615083,1527249,Colorectal Cancer
3361,4571,616192,4134,Ataxia
3361,4571,94122,7758,Cerebellar Ataxia
3361,4571,618357,14544,Epilepsy
3361,4571,618414,26848,Myopathy
3361,4571,618364,27066,Myoclonus
3361,4571,613886,28754,Obesity
3361,4571,165199,29124,Optic Atrophy
3361,4571,168600,30567,Parkinson Disease
3361,4571,617080,36572,Seizures
3361,4571,2867,349588,Short stature
3362,4572,616192,4134,Ataxia
3362,4572,110150,5745,Blepharoptosis
3362,4572,94122,7758,Cerebellar Ataxia
3362,4572,612227,11849,Diabetes Mellitus
3362,4572,618414,26848,Myopathy
3362,4572,613886,28754,Obesity
3362,4572,618155,29089,Ophthalmoplegia
3362,4572,165199,29124,Optic Atrophy
3362,4572,260480,30305,Pancreatitis
3362,4572,168600,30567,Parkinson Disease
3362,4572,194200,43202,Wolff-Parkinson-White Syndrome
3362,4572,2867,349588,Short stature
3362,4572,127750,497327,Dementia
3362,4572,615083,1527249,Colorectal Cancer
3363,4573,616192,4134,Ataxia
3363,4573,613886,28754,Obesity
3363,4573,168600,30567,Parkinson Disease
3363,4573,615083,1527249,Colorectal Cancer
3364,4574,616192,4134,Ataxia
3364,4574,110150,5745,Blepharoptosis
3364,4574,94122,7758,Cerebellar Ataxia
3364,4574,618481,11053,Deafness
3364,4574,612227,11849,Diabetes Mellitus
3364,4574,618414,26848,Myopathy
3364,4574,613886,28754,Obesity
3364,4574,618155,29089,Ophthalmoplegia
3364,4574,165199,29124,Optic Atrophy
3364,4574,260480,30305,Pancreatitis
3364,4574,168600,30567,Parkinson Disease
3364,4574,194200,43202,Wolff-Parkinson-White Syndrome
3364,4574,2867,349588,Short stature
3364,4574,127750,497327,Dementia
3365,4575,616192,4134,Ataxia
3365,4575,110150,5745,Blepharoptosis
3365,4575,94122,7758,Cerebellar Ataxia
3365,4575,612227,11849,Diabetes Mellitus
3365,4575,618414,26848,Myopathy
3365,4575,617024,28077,Night Blindness
3365,4575,613886,28754,Obesity
3365,4575,618155,29089,Ophthalmoplegia
3365,4575,165199,29124,Optic Atrophy
3365,4575,260480,30305,Pancreatitis
3365,4575,168600,30567,Parkinson Disease
3365,4575,194200,43202,Wolff-Parkinson-White Syndrome
3365,4575,611597,86543,Cataract
3365,4575,2867,349588,Short stature
3365,4575,127750,497327,Dementia
3366,4576,618414,26848,Myopathy
3366,4576,615083,1527249,Colorectal Cancer
3367,4577,616192,4134,Ataxia
3367,4577,618481,11053,Deafness
3367,4577,612227,11849,Diabetes Mellitus
3367,4577,618414,26848,Myopathy
3367,4577,613886,28754,Obesity
3367,4577,618155,29089,Ophthalmoplegia
3367,4577,168600,30567,Parkinson Disease
3367,4577,194200,43202,Wolff-Parkinson-White Syndrome
3367,4577,127750,497327,Dementia
3368,4578,616192,4134,Ataxia
3368,4578,110150,5745,Blepharoptosis
3368,4578,94122,7758,Cerebellar Ataxia
3368,4578,612227,11849,Diabetes Mellitus
3368,4578,153630,24421,Macroglossia
3368,4578,618414,26848,Myopathy
3368,4578,613886,28754,Obesity
3368,4578,618155,29089,Ophthalmoplegia
3368,4578,260480,30305,Pancreatitis
3368,4578,168600,30567,Parkinson Disease
3368,4578,194200,43202,Wolff-Parkinson-White Syndrome
3368,4578,2867,349588,Short stature
3368,4578,127750,497327,Dementia
3369,4579,616192,4134,Ataxia
3369,4579,613886,28754,Obesity
3369,4579,168600,30567,Parkinson Disease
3370,4580,180300,3873,Rheumatoid Arthritis
3370,4580,355,17205,Gaucher Disease
3370,4580,601626,23418,leukemia
3370,4580,605027,24299,Lymphoma
3370,4580,615848,25202,melanoma
3370,4580,168600,30567,Parkinson Disease
3372,4582,616860,2871,Anemia
3372,4582,108100,3864,Arthritis
3372,4582,180300,3873,Rheumatoid Arthritis
3372,4582,600807,4096,Asthma
3372,4582,614740,7117,Basal cell carcinoma
3372,4582,144700,7134,Renal Cell Carcinoma
